"Latitude","c3_yld","c3_sd_yld","c4_yld","c4_sd_yld","diff","sd_min","sd_max"
53.4841,2.4030018,0,2.011707,0,-0.3912948,-0.3912948,-0.3912948
53.4716,2.423382,0,2.0294263,0,-0.3939557,-0.3939557,-0.3939557
53.4591,2.5109596,0.055340886,2.1039724,0.045138836,-0.4069872,-0.462328086,-0.361848364
53.4382,2.6137273,0,2.1887493,0,-0.424978,-0.424978,-0.424978
53.4007,2.8335693,0.04333247,2.3781931,0.03496626,-0.4553762,-0.49870867,-0.42040994
53.3965,2.592564,0.033646107,2.17177,0.02818513,-0.420794,-0.454440107,-0.39260887
53.3924,2.7722876,0,2.3287435,0,-0.4435441,-0.4435441,-0.4435441
53.3882,2.5842996,0.05132985,2.167183,0.040137887,-0.4171166,-0.46844645,-0.376978713
53.384,2.5914342,0.12124478,2.176082,0.100558825,-0.4153522,-0.53659698,-0.314793375
53.3798,2.8014364,0,2.3502548,0,-0.4511816,-0.4511816,-0.4511816
53.3757,2.3466523,0.4547842,1.9685516,0.38170308,-0.3781007,-0.8328849,0.00360237999999991
53.359,2.382137,0.3466725,1.996179,0.2894402,-0.385958,-0.7326305,-0.0965178000000003
53.3548,1.891868,0,1.5868486,0,-0.3050194,-0.3050194,-0.3050194
53.3506,2.7722876,0,2.3287435,0,-0.4435441,-0.4435441,-0.4435441
53.3465,2.4640496,0.16188323,2.0640242,0.13773158,-0.4000254,-0.56190863,-0.26229382
53.334,2.7287607,0.018783558,2.2921786,0.01577832,-0.4365821,-0.455365658,-0.42080378
53.3298,2.7302551,0.014998337,2.2919884,0.013164986,-0.4382667,-0.453265037,-0.425101714
53.3256,2.7803988,0,2.335555,0,-0.4448438,-0.4448438,-0.4448438
53.3214,2.7803988,0,2.335555,0,-0.4448438,-0.4448438,-0.4448438
53.3131,2.7154787,0,2.2810216,0,-0.4344571,-0.4344571,-0.4344571
53.3048,2.5930157,0.04833281,2.1736517,0.04184103,-0.419364,-0.46769681,-0.37752297
53.3006,2.5930157,0.04833281,2.1736517,0.04184103,-0.419364,-0.46769681,-0.37752297
53.2964,2.7678618,0.012537122,2.3250237,0.010531306,-0.4428381,-0.455375222,-0.432306794
53.2922,2.4750066,0,2.0763974,0,-0.3986092,-0.3986092,-0.3986092
53.2881,2.6875064,0.089422576,2.256625,0.076473795,-0.4308814,-0.520303976,-0.354407605
53.2839,2.7573674,0.030061021,2.3162081,0.02525152,-0.4411593,-0.471220321,-0.41590778
53.2797,2.6494455,0.117128275,2.2223637,0.10124141,-0.4270818,-0.544210075,-0.32584039
53.2756,2.770369,0.012283821,2.3271298,0.010318531,-0.4432392,-0.455523021,-0.432920669
53.2714,2.7991655,0,2.3513193,0,-0.4478462,-0.4478462,-0.4478462
53.2672,2.7845519,0.020666791,2.3390436,0.017360343,-0.4455083,-0.466175091,-0.428147957
53.263,2.7703767,0,2.3271382,0,-0.4432385,-0.4432385,-0.4432385
53.2589,2.766789,0.010626758,2.3241234,0.008926759,-0.4426656,-0.453292358,-0.433738841
53.2547,2.7429276,0.027449012,2.30408,0.023058295,-0.4388476,-0.466296612,-0.415789305
53.2505,2.8694844,0.045522064,2.410388,0.03823851,-0.4590964,-0.504618464,-0.42085789
53.2464,2.8373868,0.08700485,2.382567,0.07481092,-0.4548198,-0.54182465,-0.38000888
53.2422,2.6235158,0.27895233,2.197095,0.24057184,-0.4264208,-0.70537313,-0.18584896
53.238,2.6340764,0,2.2067003,0,-0.4273761,-0.4273761,-0.4273761
53.2338,2.8266575,0.08261136,2.3723671,0.07204917,-0.4542904,-0.53690176,-0.38224123
53.2297,2.6364298,0.36548448,2.208727,0.31566757,-0.4277028,-0.79318728,-0.11203523
53.2255,2.750868,0.11238234,2.3064256,0.0970028,-0.4444424,-0.55682474,-0.3474396
53.2213,2.7697732,0.12335353,2.323981,0.10637822,-0.4457922,-0.56914573,-0.33941398
53.2172,2.7819881,0.12117368,2.3338854,0.1047283,-0.4481027,-0.56927638,-0.3433744
53.213,2.6447759,0.03490583,2.216349,0.027960584,-0.4284269,-0.46333273,-0.400466316
53.2088,2.3672092,0.26758265,1.9760715,0.23122823,-0.3911377,-0.65872035,-0.15990947
53.2046,2.7348347,0.27429897,2.2973042,0.24072814,-0.4375305,-0.71182947,-0.19680236
53.2005,2.4469917,0.2855541,2.0447423,0.2466153,-0.4022494,-0.6878035,-0.1556341
53.1963,2.4674604,0.27888712,2.06229,0.24068536,-0.4051704,-0.68405752,-0.16448504
53.1921,2.7024121,0.17177854,2.2650917,0.14823113,-0.4373204,-0.60909894,-0.28908927
53.188,2.69975,0.21406062,2.2633636,0.18508546,-0.4363864,-0.65044702,-0.25130094
53.1838,2.6961377,0.092331216,2.2596335,0.07964387,-0.4365042,-0.528835416,-0.35686033
53.1796,2.7103214,0.35385182,2.271975,0.3053755,-0.4383464,-0.79219822,-0.1329709
53.1755,2.8712542,0.095604666,2.410873,0.082487404,-0.4603812,-0.555985866,-0.377893796
53.1713,2.8636177,0.114770606,2.4042711,0.0987853,-0.4593466,-0.574117206,-0.3605613
53.1671,2.7531445,0.0971992,2.3109715,0.08391415,-0.442173,-0.5393722,-0.35825885
53.1629,2.7356644,0.09244144,2.2964995,0.07994537,-0.4391649,-0.53160634,-0.35921953
53.1588,2.7808669,0.089430325,2.3353074,0.07673623,-0.4455595,-0.534989825,-0.36882327
53.1546,2.7580216,0.06595611,2.3151913,0.057304014,-0.4428303,-0.50878641,-0.385526286
53.1504,2.7371325,0.099132635,2.2979753,0.085530266,-0.4391572,-0.538289835,-0.353626934
53.1463,2.7390366,0.08957916,2.2986414,0.07753,-0.4403952,-0.52997436,-0.3628652
53.1421,2.7515771,0.0889749,2.309992,0.07707201,-0.4415851,-0.53056,-0.36451309
53.1379,2.7496405,0.06655554,2.3087473,0.057804983,-0.4408932,-0.50744874,-0.383088217
53.1337,2.7104814,0.098753,2.2748702,0.08513611,-0.4356112,-0.5343642,-0.35047509
53.1296,2.796685,0.041600175,2.3492355,0.034944423,-0.4474495,-0.489049675,-0.412505077
53.1254,2.7358694,0.08498078,2.2955346,0.07402123,-0.4403348,-0.52531558,-0.36631357
53.1212,2.6886315,0.10695192,2.255186,0.09212038,-0.4334455,-0.54039742,-0.34132512
53.1171,2.7556572,0.16608809,2.314938,0.14644949,-0.4407192,-0.60680729,-0.29426971
53.1129,2.7872002,0.057794202,2.3406672,0.049824487,-0.446533,-0.504327202,-0.396708513
53.1087,2.7296495,0.115537085,2.2913525,0.099418014,-0.438297,-0.553834085,-0.338878986
53.1045,2.7986805,0.17607637,2.3536196,0.15649126,-0.4450609,-0.62113727,-0.28856964
53.1004,2.685497,0.08167155,2.252457,0.07122057,-0.43304,-0.51471155,-0.36181943
53.0962,2.6970093,0.061350312,2.2615063,0.053914268,-0.435503,-0.496853312,-0.381588732
53.092,2.7547297,0.070146285,2.3120835,0.06115616,-0.4426462,-0.512792485,-0.38149004
53.0879,2.7156448,0.042759217,2.277118,0.0385136,-0.4385268,-0.481286017,-0.4000132
53.0837,2.5427825,0.1476602,2.1260898,0.12345941,-0.4166927,-0.5643529,-0.29323329
53.0795,2.6417003,0.104231484,2.2144446,0.09042615,-0.4272557,-0.531487184,-0.33682955
53.0753,2.5618844,0.14412625,2.146245,0.122978814,-0.4156394,-0.55976565,-0.292660586
53.0712,2.5733738,0.18712477,2.157242,0.16424906,-0.4161318,-0.60325657,-0.25188274
53.067,2.5692446,0.17016903,2.153276,0.14659797,-0.4159686,-0.58613763,-0.26937063
53.0628,2.5238478,0.14322813,2.1118903,0.12065441,-0.4119575,-0.55518563,-0.29130309
53.0587,2.619208,0.1395481,2.192438,0.12211074,-0.42677,-0.5663181,-0.30465926
53.0545,2.541567,0.057704054,2.1268423,0.04661244,-0.4147247,-0.472428754,-0.36811226
53.0503,2.498425,0.120211296,2.0897756,0.10076682,-0.4086494,-0.528860696,-0.30788258
53.0461,2.5270526,0.11168283,2.1145012,0.09395167,-0.4125514,-0.52423423,-0.31859973
53.042,2.571636,0.12842907,2.1524212,0.10861543,-0.4192148,-0.54764387,-0.31059937
53.0378,2.5710921,0.14013524,2.151861,0.11875632,-0.4192311,-0.55936634,-0.30047478
53.0336,2.573872,0.10738921,2.154792,0.091931865,-0.41908,-0.52646921,-0.327148135
53.0295,2.5649745,0.0701583,2.1462626,0.056938775,-0.4187119,-0.4888702,-0.361773125
53.0253,2.5750253,0.09875082,2.1555622,0.08275268,-0.4194631,-0.51821392,-0.33671042
53.0211,2.6374276,0.12659451,2.2101355,0.10815993,-0.4272921,-0.55388661,-0.31913217
53.0169,2.4899511,0,2.0859592,0,-0.4039919,-0.4039919,-0.4039919
53.0086,2.6246886,0,2.1988356,0,-0.425853,-0.425853,-0.425853
53.0044,2.9481282,0.453812,2.4811625,0.3940219,-0.4669657,-0.9207777,-0.0729438000000003
53.0003,2.607075,0.0037909686,2.1840796,0.0031758493,-0.4229954,-0.4267863686,-0.4198195507
52.9961,2.6163437,0.042383052,2.19291,0.04140185,-0.4234337,-0.465816752,-0.38203185
52.9877,2.6066258,0.006498119,2.1821585,0.0033998773,-0.4244673,-0.430965419,-0.4210674227
52.9836,2.5736074,0.03142388,2.1560423,0.026325354,-0.4175651,-0.44898898,-0.391239746
52.9794,2.5672195,0.031488735,2.150691,0.02637969,-0.4165285,-0.448017235,-0.39014881
52.9752,2.5836453,0.02856862,2.1644516,0.023933362,-0.4191937,-0.44776232,-0.395260338
52.9711,2.5384743,0,2.1266096,0,-0.4118647,-0.4118647,-0.4118647
52.9669,2.5853975,0.029394655,2.1651468,0.023884952,-0.4202507,-0.449645355,-0.396365748
52.9627,2.6087909,0.075582355,2.186594,0.06554195,-0.4221969,-0.497779255,-0.35665495
52.9585,2.610699,0.10214092,2.1942098,0.09560108,-0.4164892,-0.51863012,-0.32088812
52.9544,2.5994723,0.07172851,2.1776612,0.06144761,-0.4218111,-0.49353961,-0.36036349
52.9502,2.5874646,0.06615095,2.1670308,0.056534737,-0.4204338,-0.48658475,-0.363899063
52.946,2.5720236,0.06687123,2.1545095,0.057175633,-0.4175141,-0.48438533,-0.360338467
52.9419,2.5579784,0.0795685,2.1457465,0.07066652,-0.4122319,-0.4918004,-0.34156538
52.9377,2.5429714,0.06996914,2.131512,0.059899166,-0.4114594,-0.48142854,-0.351560234
