"Latitude","c3_yld","c3_sd_yld","c4_yld","c4_sd_yld","diff","sd_min","sd_max"
53.4841,1.8743168,0,1.5329369,0,-0.3413799,-0.3413799,-0.3413799
53.4716,1.9119409,0,1.5647306,0,-0.3472103,-0.3472103,-0.3472103
53.4591,1.9768323,0.048093915,1.6184039,0.038793683,-0.3584284,-0.406522315,-0.319634717
53.4382,2.0315366,0,1.6616335,0,-0.3699031,-0.3699031,-0.3699031
53.4007,2.2157679,0.028029116,1.8155473,0.021999305,-0.4002206,-0.428249716,-0.378221295
53.3965,2.0070865,0.025993168,1.6414922,0.021258473,-0.3655943,-0.391587468,-0.344335827
53.3924,2.1761286,0,1.7844355,0,-0.3916931,-0.3916931,-0.3916931
53.3882,2.0116675,0.0262244,1.6469463,0.019356458,-0.3647212,-0.3909456,-0.345364742
53.384,2.03138,0.08977347,1.6652302,0.07272987,-0.3661498,-0.45592327,-0.29341993
53.3798,2.1868722,0,1.791202,0,-0.3956702,-0.3956702,-0.3956702
53.3757,1.8267181,0.3601542,1.4958751,0.29532677,-0.330843,-0.6909972,-0.03551623
53.359,1.8447996,0.26745316,1.5091404,0.21820739,-0.3356592,-0.60311236,-0.11745181
53.3548,1.4665638,0,1.2005484,0,-0.2660154,-0.2660154,-0.2660154
53.3506,2.1761286,0,1.7844355,0,-0.3916931,-0.3916931,-0.3916931
53.3465,1.9081565,0.12691028,1.5605675,0.10493312,-0.347589,-0.47449928,-0.24265588
53.334,2.141767,0.01464811,1.7562577,0.012011514,-0.3855093,-0.40015741,-0.373497786
53.3298,2.1371818,0.014698117,1.7515044,0.012734032,-0.3856774,-0.400375517,-0.372943368
53.3256,2.1819754,0,1.7892287,0,-0.3927467,-0.3927467,-0.3927467
53.3214,2.1819754,0,1.7892287,0,-0.3927467,-0.3927467,-0.3927467
53.3131,2.1314092,0,1.7477642,0,-0.383645,-0.383645,-0.383645
53.3048,2.0206528,0.027341008,1.6538777,0.02263695,-0.3667751,-0.394116108,-0.34413815
53.3006,2.0206528,0.027341008,1.6538777,0.02263695,-0.3667751,-0.394116108,-0.34413815
53.2964,2.1722288,0.009746432,1.7812366,0.007992089,-0.3909922,-0.400738632,-0.383000111
53.2922,1.9321777,0,1.5825893,0,-0.3495884,-0.3495884,-0.3495884
53.2881,2.1024587,0.08052516,1.723238,0.0672328,-0.3792207,-0.45974586,-0.3119879
53.2839,2.164086,0.023468828,1.7745596,0.019244535,-0.3895264,-0.412995228,-0.370281865
53.2797,2.0771625,0.09374764,1.7014575,0.078504786,-0.375705,-0.46945264,-0.297200214
53.2756,2.1741781,0.009549514,1.782835,0.007830616,-0.3913431,-0.400892614,-0.383512484
53.2714,2.1968694,0,1.8014419,0,-0.3954275,-0.3954275,-0.3954275
53.2672,2.185407,0.016210128,1.7920427,0.013292385,-0.3933643,-0.409574428,-0.380071915
53.263,2.1744235,0,1.7830372,0,-0.3913863,-0.3913863,-0.3913863
53.2589,2.1714635,0.008285067,1.7806093,0.006793878,-0.3908542,-0.399139267,-0.384060322
53.2547,2.1529164,0.021507144,1.7654006,0.017636478,-0.3875158,-0.409022944,-0.369879322
53.2505,2.252673,0.03569636,1.8472012,0.029270943,-0.4054718,-0.44116816,-0.376200857
53.2464,2.226958,0.069185846,1.8256233,0.057724986,-0.4013347,-0.470520546,-0.343609714
53.2422,2.071044,0.19465472,1.6946617,0.162773,-0.3763823,-0.57103702,-0.2136093
53.238,2.0648746,0,1.6898047,1.1920929e-07,-0.3750699,-0.3750699,-0.37506978079071
53.2338,2.217962,0.066169985,1.8175672,0.055782784,-0.4003948,-0.466564785,-0.344612016
53.2297,2.0923796,0.25366262,1.7127621,0.21239647,-0.3796175,-0.63328012,-0.16722103
53.2255,2.157351,0.08953381,1.7665623,0.07490809,-0.3907887,-0.48032251,-0.31588061
53.2213,2.1730478,0.09822775,1.7803925,0.08212951,-0.3926553,-0.49088305,-0.31052579
53.2172,2.182384,0.09664196,1.7878447,0.080930695,-0.3945393,-0.49118126,-0.313608605
53.213,2.0713816,0.030665668,1.695449,0.02449832,-0.3759326,-0.406598268,-0.35143428
53.2088,1.8931949,0.17235374,1.54593,0.14442635,-0.3472649,-0.51961864,-0.20283855
53.2046,2.3188014,0.61282,1.9071752,0.5215788,-0.4116262,-1.0244462,0.1099526
53.2005,1.9483411,0.1876771,1.5919766,0.15718544,-0.3563645,-0.5440416,-0.19917906
53.1963,1.9612892,0.18325643,1.6027484,0.15337652,-0.3585408,-0.54179723,-0.20516428
53.1921,2.1227424,0.124221765,1.7378769,0.10392949,-0.3848655,-0.509087265,-0.28093601
53.188,2.1245794,0.15020008,1.7397288,0.12589337,-0.3848506,-0.53505068,-0.25895723
53.1838,2.1139286,0.073541924,1.7304881,0.06149808,-0.3834405,-0.456982424,-0.32194242
53.1796,2.145819,0.2464858,1.7571819,0.20625474,-0.3886371,-0.6351229,-0.18238236
53.1755,2.253504,0.07618458,1.8473095,0.06371905,-0.4061945,-0.48237908,-0.34247545
53.1713,2.2474446,0.091284946,1.8422334,0.076214366,-0.4052112,-0.496496146,-0.328996834
53.1671,2.1605492,0.07763221,1.7706922,0.06496665,-0.389857,-0.46748921,-0.32489035
53.1629,2.1734123,0.11118614,1.7819318,0.09322155,-0.3914805,-0.50266664,-0.29825895
53.1588,2.1831348,0.07101418,1.7898126,0.059157323,-0.3933222,-0.46433638,-0.334164877
53.1546,2.164868,0.05258636,1.7743037,0.044217043,-0.3905643,-0.44315066,-0.346347257
53.1504,2.1484816,0.07890206,1.7610563,0.06599353,-0.3874253,-0.46632736,-0.32143177
53.1463,2.149731,0.07140327,1.7615464,0.05986281,-0.3881846,-0.45958787,-0.32832179
53.1421,2.1598387,0.07094224,1.770302,0.05950943,-0.3895367,-0.46047894,-0.33002727
53.1379,2.1815815,0.09219238,1.7888538,0.0773614,-0.3927277,-0.48492008,-0.3153663
53.1337,2.1272485,0.07873693,1.7432342,0.06581732,-0.3840143,-0.46275123,-0.31819698
53.1296,2.1959865,0.032825373,1.800718,0.026916916,-0.3952685,-0.428093873,-0.368351584
53.1254,2.1471345,0.0679115,1.7591617,0.057199746,-0.3879728,-0.4558843,-0.330773054
53.1212,2.1510031,0.14381197,1.7628531,0.12057776,-0.38815,-0.53196197,-0.26757224
