"Latitude","c3_yld","c3_sd_yld","c4_yld","c4_sd_yld","diff","sd_min","sd_max"
53.4841,2.1115568,0,1.7832118,0,-0.328345,-0.328345,-0.328345
53.4716,2.1047554,0,1.7778211,0,-0.3269343,-0.3269343,-0.3269343
53.4591,2.1876054,0.041748643,1.8490164,0.034049332,-0.338589,-0.380337643,-0.304539668
53.4382,2.31124,0,1.9525973,0,-0.3586427,-0.3586427,-0.3586427
53.4007,2.405861,0.046496402,2.034805,0.03830744,-0.371056,-0.417552402,-0.33274856
53.3965,2.2714498,0.029907942,1.918866,0.025265455,-0.3525838,-0.382491742,-0.327318345
53.3924,2.340105,0,1.9806299,0,-0.3594751,-0.3594751,-0.3594751
53.3882,2.2326777,0.084115595,1.887483,0.06938001,-0.3451947,-0.429310295,-0.27581469
53.384,2.193937,0.111335464,1.8563724,0.09329204,-0.3375646,-0.448900064,-0.24427256
53.3798,2.3867757,0,2.0179589,0,-0.3688168,-0.3688168,-0.3688168
53.3757,2.0327075,0.35406828,1.7191684,0.2987905,-0.3135391,-0.66760738,-0.0147485999999998
53.359,2.0943174,0.29392898,1.769997,0.24721801,-0.3243204,-0.61824938,-0.07710239
53.3548,1.6786392,0,1.4203779,0,-0.2582613,-0.2582613,-0.2582613
53.3506,2.340105,0,1.9806299,0,-0.3594751,-0.3594751,-0.3594751
53.3465,2.1524632,0.16749518,1.8181518,0.14395441,-0.3343114,-0.50180658,-0.19035699
53.334,2.3026006,0.015478233,1.948885,0.013100533,-0.3537156,-0.369193833,-0.340615067
53.3298,2.3152509,0.013648569,1.9585359,0.011033178,-0.356715,-0.370363569,-0.345681822
53.3256,2.344914,0,1.9846983,0,-0.3602157,-0.3602157,-0.3602157
53.3214,2.344914,0,1.9846983,0,-0.3602157,-0.3602157,-0.3602157
53.3131,2.291656,0,1.9396216,0,-0.3520344,-0.3520344,-0.3520344
53.3048,2.226809,0.11568582,1.8815982,0.10050017,-0.3452108,-0.46089662,-0.24471063
53.3006,2.226809,0.11568582,1.8815982,0.10050017,-0.3452108,-0.46089662,-0.24471063
53.2964,2.334702,0.010211825,1.9760551,0.00864315,-0.3586469,-0.368858725,-0.35000375
53.2922,2.109326,0,1.7833818,0,-0.3259442,-0.3259442,-0.3259442
53.2881,2.2987072,0.031528614,1.9454368,0.026858237,-0.3532704,-0.384799014,-0.326412163
53.2839,2.326216,0.024875129,1.9688728,0.02105395,-0.3573432,-0.382218329,-0.33628925
53.2797,2.2150302,0.1161715,1.8715872,0.101169795,-0.343443,-0.4596145,-0.242273205
53.2756,2.3367443,0.010005505,1.9777838,0.008468523,-0.3589605,-0.368966005,-0.350491977
53.2714,2.3613932,0,1.9986461,0,-0.3627471,-0.3627471,-0.3627471
53.2672,2.3490922,0.017396195,1.9882349,0.0147239175,-0.3608573,-0.378253495,-0.3461333825
53.263,2.3376868,0,1.9785831,0,-0.3591037,-0.3591037,-0.3591037
53.2589,2.3340962,0.008755829,1.9755427,0.0074110245,-0.3585535,-0.367309329,-0.3511424755
53.2547,2.3146715,0.02301538,1.9591024,0.019480765,-0.3555691,-0.37858448,-0.336088335
53.2505,2.4231298,0.03828554,2.0508995,0.03240386,-0.3722303,-0.41051584,-0.33982644
53.2464,2.3907778,0.08364879,2.022659,0.0726164,-0.3681188,-0.45176759,-0.2955024
53.2422,2.2549224,0.14533974,1.9033253,0.12652993,-0.3515971,-0.49693684,-0.22506717
53.238,2.1902432,0,1.8478495,0,-0.3423937,-0.3423937,-0.3423937
53.2338,2.374993,0.08511523,2.0081131,0.07477098,-0.3668799,-0.45199513,-0.29210892
53.2297,2.3267267,0.16244093,1.9659353,0.14231388,-0.3607914,-0.52323233,-0.21847752
53.2255,2.298069,0.10990112,1.9407297,0.09565178,-0.3573393,-0.46724042,-0.26168752
53.2213,2.3236876,0.12013539,1.964086,0.104490906,-0.3596016,-0.47973699,-0.255110694
53.2172,2.3317018,0.119337186,1.970514,0.103959806,-0.3611878,-0.480524986,-0.257227994
53.213,2.2110724,0.0060032075,1.8663033,0.0034170158,-0.3447691,-0.3507723075,-0.3413520842
53.2088,2.1427794,0.048425555,1.8052528,0.04340774,-0.3375266,-0.385952155,-0.29411886
53.2046,2.329549,0.30164698,1.9719553,0.26568082,-0.3575937,-0.65924068,-0.09191288
53.2005,2.1763124,0.07623697,1.8344818,0.067568116,-0.3418306,-0.41806757,-0.274262484
53.1963,2.178383,0.07472373,1.8362656,0.06587378,-0.3421174,-0.41684113,-0.27624362
53.1921,2.273124,0.11455834,1.9193528,0.099813096,-0.3537712,-0.46832954,-0.253958104
53.188,2.2931237,0.117409155,1.9371549,0.10287004,-0.3559688,-0.473377955,-0.25309876
53.1838,2.247018,0.089962564,1.8967041,0.07823001,-0.3503139,-0.440276464,-0.27208389
53.1796,2.3689027,0.16053334,2.0023065,0.14048514,-0.3665962,-0.52712954,-0.22611106
53.1755,2.418679,0.09337405,2.0461311,0.08122173,-0.3725479,-0.46592195,-0.29132617
53.1713,2.411261,0.11050901,2.0396657,0.09590822,-0.3715953,-0.48210431,-0.27568708
53.1671,2.315553,0.09623451,1.9581604,0.083848186,-0.3573926,-0.45362711,-0.273544414
53.1629,2.3025467,0.09150151,1.9473835,0.07977031,-0.3551632,-0.44666471,-0.27539289
53.1588,2.3459747,0.084950686,1.9849553,0.07355558,-0.3610194,-0.445970086,-0.28746382
53.1546,2.3217545,0.06679012,1.963529,0.058676895,-0.3582255,-0.42501562,-0.299548605
53.1504,2.3055158,0.09663278,1.9501165,0.08407232,-0.3553993,-0.45203208,-0.27132698
53.1463,2.302509,0.08902895,1.9466374,0.07780081,-0.3558716,-0.44490055,-0.27807079
53.1421,2.3173144,0.08845337,1.9599856,0.07723465,-0.3573288,-0.44578217,-0.28009415
53.1379,2.31742,0.067671426,1.9604769,0.05921362,-0.3569431,-0.424614526,-0.29772948
53.1337,2.2790365,0.09668934,1.926987,0.08416018,-0.3520495,-0.44873884,-0.26788932
53.1296,2.3634858,0.035790596,2.000417,0.030292595,-0.3630688,-0.398859396,-0.332776205
53.1254,2.2976544,0.08685502,1.9420815,0.07624928,-0.3555729,-0.44242792,-0.27932362
53.1212,2.2531023,0.10409715,1.9037408,0.09051754,-0.3493615,-0.45345865,-0.25884396
